0.21, 0, 0, 5, 0.2925041, 0, 929.7949, -342.564, -2.810867, 0.01343784, 0.1308036, 38.13348, 1.258549, 1.004543, 2.01187
0.6599997, 1, -0.2115275, 7.63724, 0.2830633, -0.3205744638582944055550023349, 10865.81, -349.3748, -2.810867, 0.01343784, 0.1308036, 130.5513, 1.252115, 0.996427, 2.06943
 
0.6699997, 1, -0.2015275, 7.753696, 0.2831302, -0.3391095432764863691009913214, 11203.74, -349.5287, -2.810867, 0.01343784, 0.1308036, 132.5726, 1.25175, 0.9962466, 2.070709
 
0.6799996, 1, -0.1915275, 7.87013, 0.2831706, -0.3556113616242444461872543332, 11546.6, -349.6825, -2.810867, 0.01343784, 0.1308036, 134.5928, 1.251426, 0.9960663, 2.071989
 
0.6899996, 1, -0.1815275, 7.986597, 0.2832373, -0.3701402082241274990649370643, 11894.39, -349.8365, -2.810867, 0.01343784, 0.1308036, 136.612, 1.25114, 0.9958858, 2.073268
 
0.6999996, 1, -0.1715275, 8.103055, 0.2832907, -0.3827538786797506859540587921, 12247.09, -349.9907, -2.810867, 0.01343784, 0.1308036, 138.63, 1.250893, 0.9957054, 2.074547
 
0.7099996, 1, -0.1615275, 8.219511, 0.2833439, -0.3935085550118958369633190755, 12604.68, -350.1448, -2.810867, 0.01343784, 0.1308036, 140.6469, 1.250682, 0.9955251, 2.075826
 
0.7199996, 1, -0.1515275, 8.335972, 0.283397, -0.4024579255223922768093339870, 12967.15, -350.2992, -2.810867, 0.01343784, 0.1308036, 142.6627, 1.250507, 0.9953448, 2.077105
 
0.7299996, 1, -0.1415275, 8.452432, 0.28345, -0.4096574387852739462199117003, 13334.5, -350.4536, -2.810867, 0.01343784, 0.1308036, 144.6774, 1.250367, 0.9951645, 2.078384
 
0.7399996, 1, -0.1315275, 8.568908, 0.2835162, -0.4151569691792990412316457936, 13706.7, -350.6081, -2.810867, 0.01343784, 0.1308036, 146.691, 1.250259, 0.994984, 2.079663
 
0.7499996, 1, -0.1215275, 8.685353, 0.2835557, -0.4190066844619243268760892612, 14083.75, -350.7627, -2.810867, 0.01343784, 0.1308036, 148.7034, 1.250184, 0.9948037, 2.080942
 
0.7599996, 1, -0.1115275, 8.801826, 0.2836217, -0.4212552854971063887425337923, 14465.63, -350.9175, -2.810867, 0.01343784, 0.1308036, 150.7147, 1.25014, 0.9946233, 2.082221
 
0.7699996, 1, -0.1015275, 8.918283, 0.2836742, -0.4219510330807612933952961767, 14852.33, -351.0723, -2.810867, 0.01343784, 0.1308036, 152.7249, 1.250127, 0.994443, 2.0835
 
0.7799996, 1, -0.09152746, 9.03474, 0.2837268, -0.4211405744259629779264164158, 15243.84, -351.2273, -2.810867, 0.01343784, 0.1308036, 154.734, 1.250143, 0.9942626, 2.08478
 
0.7899995, 1, -0.08152746, 9.151171, 0.2837658, -0.4188695299203418548390693997, 15640.12, -351.3823, -2.810867, 0.01343784, 0.1308036, 156.7418, 1.250187, 0.9940823, 2.086059
 
0.7999995, 1, -0.07152747, 9.267592, 0.2838048, -0.4151846934663152781488034579, 16041.15, -351.5375, -2.810867, 0.01343784, 0.1308036, 158.7483, 1.250259, 0.9939018, 2.087338
 
0.8099995, 1, -0.06152747, 9.383987, 0.2838304, -0.4101278715284307965308282266, 16446.92, -351.6927, -2.810867, 0.01343784, 0.1308036, 160.7536, 1.250358, 0.9937215, 2.088617
 
0.8199995, 1, -0.05152747, 9.500384, 0.2838691, -0.4037416040179809142542590370, 16857.43, -351.8481, -2.810867, 0.01343784, 0.1308036, 162.7576, 1.250482, 0.9935412, 2.089896
 
0.8299995, 1, -0.04152747, 9.616756, 0.2838944, -0.3960682841569088510907315125, 17272.65, -352.0036, -2.810867, 0.01343784, 0.1308036, 164.7603, 1.250632, 0.9933608, 2.091175
 
0.8399995, 1, -0.03152747, 9.733128, 0.2839328, -0.3871488382736649818370841960, 17692.57, -352.1591, -2.810867, 0.01343784, 0.1308036, 166.7619, 1.250807, 0.9931805, 2.092454
 
0.8499995, 1, -0.02152747, 9.849489, 0.2839712, -0.3770227258032053694218657051, 18117.19, -352.3149, -2.810867, 0.01343784, 0.1308036, 168.7621, 1.251005, 0.993, 2.093733
 
0.8599995, 1, -0.01152747, 9.96582, 0.283996, -0.3657298462485397978400351612, 18546.49, -352.4706, -2.810867, 0.01343784, 0.1308036, 170.7611, 1.251227, 0.9928197, 2.095012
 
0.8699995, 1, -0.001527475, 10.08216, 0.284034, -0.3533103924913692856140468771, 18980.46, -352.6266, -2.810867, 0.01343784, 0.1308036, 172.7589, 1.251471, 0.9926393, 2.096292
 
0.8799995, 1, 0.008472525, 10.19846, 0.2840586, -0.3398001567329163163419639244, 19419.07, -352.7825, -2.810867, 0.01343784, 0.1308036, 174.7554, 1.251737, 0.992459, 2.097571
 
0.8899994, 1, 0.01847252, 10.31477, 0.2840964, -0.3252366914466021220590700962, 19862.34, -352.9387, -2.810867, 0.01343784, 0.1308036, 176.7507, 1.252023, 0.9922786, 2.09885
 
0.8999994, 1, 0.02847252, 10.43106, 0.284134, -0.3096556421443013687594416007, 20310.23, -353.0948, -2.810867, 0.01343784, 0.1308036, 178.7448, 1.252331, 0.9920983, 2.100129
 
0.9099994, 1, 0.03847253, 10.54732, 0.2841581, -0.2930930944059395097165794608, 20762.74, -353.2512, -2.810867, 0.01343784, 0.1308036, 180.7377, 1.252658, 0.9919179, 2.101408
 
0.9199994, 1, 0.04847252, 10.66356, 0.284182, -0.2755833735392447166602568225, 21219.85, -353.4076, -2.810867, 0.01343784, 0.1308036, 182.7293, 1.253005, 0.9917376, 2.102687
 
0.9299994, 1, 0.05847252, 10.77982, 0.2842327, -0.2571606581626046781837241940, 21681.53, -353.5641, -2.810867, 0.01343784, 0.1308036, 184.7196, 1.25337, 0.9915572, 2.103966
 
0.9399994, 1, 0.06847252, 10.89602, 0.284243, -0.2378600070304969222911389515, 22147.79, -353.7208, -2.810867, 0.01343784, 0.1308036, 186.7087, 1.253754, 0.9913769, 2.105245
 
0.9499994, 1, 0.07847252, 11.01223, 0.2842934, -0.2177129583530176159406383235, 22618.6, -353.8775, -2.810867, 0.01343784, 0.1308036, 188.6965, 1.254156, 0.9911965, 2.106524
 
0.9599994, 1, 0.08847252, 11.12841, 0.2843169, -0.1967504635828657881004407062, 23093.94, -354.0344, -2.810867, 0.01343784, 0.1308036, 190.683, 1.254574, 0.991016, 2.107804
 
0.9699994, 1, 0.09847251, 11.24454, 0.2843401, -0.1750046476875347437186021603, 23573.74, -354.1913, -2.810867, 0.01343784, 0.1308036, 192.668, 1.255009, 0.9908357, 2.109083
 
0.9799994, 1, 0.1084725, 11.36056, 0.2843096, -0.1525060220516756582709019577, 24057.91, -354.3484, -2.810867, 0.01343784, 0.1308036, 194.6512, 1.255461, 0.9906553, 2.110362
 
0.9899994, 1, 0.1184725, 11.47653, 0.2842788, -0.1292849367016554942858916919, 24546.43, -354.5056, -2.810867, 0.01343784, 0.1308036, 196.6325, 1.255928, 0.990475, 2.111641
 
0.9999993, 1, 0.1284725, 11.59245, 0.2842478, -0.1053703041082182262168218173, 25039.28, -354.6629, -2.810867, 0.01343784, 0.1308036, 198.612, 1.25641, 0.9902946, 2.11292
 
1.009999, 1, 0.1384725, 11.7083, 0.2842031, -0.0807930757240628830319107301, 25536.43, -354.8202, -2.810867, 0.01343784, 0.1308036, 200.5896, 1.256907, 0.9901143, 2.114199
 
1.019999, 1, 0.1484725, 11.8241, 0.2841784, -0.0555788928474442482012621112, 26037.84, -354.9778, -2.810867, 0.01343784, 0.1308036, 202.5652, 1.257417, 0.9899339, 2.115478
 
1.029999, 0.4507867, 0.1584725, 11.93982, 0.2841399, -0.0297549516837201076256616843, 26543.46, -355.1353, -2.810867, 0.01343784, 0.1308036, 204.5387, 1.257942, 0.9897536, 2.116757
 
1.039999, -0.7545878, 0.1629804, 12.05546, 0.2841014, -0.0037497831634222732804717476, 27053.26, -355.293, -2.810867, 0.01343784, 0.1308036, 206.5101, 1.258472, 0.9895732, 2.118037
 
1.049999, -1, 0.1554345, 12.17104, 0.2840692, 0.0211359695946156745597003443, 27567.22, -355.4508, -2.810867, 0.01343784, 0.1308036, 208.4793, 1.258118, 0.9893929, 2.119316
 
1.059999, -1, 0.1454345, 12.28654, 0.284037, 0.0438694595476141689221610882, 28085.31, -355.6087, -2.810867, 0.01343784, 0.1308036, 210.4464, 1.257655, 0.9892125, 2.120595
 
1.069999, -1, 0.1354345, 12.40195, 0.2839976, 0.0643377285621565211643770957, 28607.52, -355.7667, -2.810867, 0.01343784, 0.1308036, 212.4113, 1.25724, 0.9890321, 2.121874
 
1.079999, -1, 0.1254345, 12.51725, 0.2839581, 0.0826091925507494609789320496, 29133.61, -355.9249, -2.810867, 0.01343784, 0.1308036, 214.3734, 1.25687, 0.9888517, 2.123153
 
1.089999, -1, 0.1154345, 12.63241, 0.2839251, 0.0987543210767888208870298385, 29663.46, -356.083, -2.810867, 0.01343784, 0.1308036, 216.3321, 1.256543, 0.9886714, 2.124432
 
1.099999, -1, 0.1054345, 12.74743, 0.2838919, 0.1128420581344383147041332408, 30197.03, -356.2414, -2.810867, 0.01343784, 0.1308036, 218.2876, 1.256259, 0.9884911, 2.125711
 
1.109999, -1, 0.09543451, 12.86228, 0.2838449, 0.1249389273435987554159884211, 30734.29, -356.3999, -2.810867, 0.01343784, 0.1308036, 220.2397, 1.256015, 0.9883106, 2.12699
 
1.119999, -1, 0.08543451, 12.97701, 0.283818, 0.1351112616280165927829193547, 31275.19, -356.5584, -2.810867, 0.01343784, 0.1308036, 222.1884, 1.25581, 0.9881303, 2.128269
 
1.129999, -1, 0.07543451, 13.09157, 0.2837774, 0.1434231348954590019253639441, 31819.71, -356.7171, -2.810867, 0.01343784, 0.1308036, 224.1338, 1.255643, 0.9879499, 2.129548
 
1.139999, -1, 0.06543452, 13.20598, 0.2837364, 0.1499371981670055384062547773, 32367.81, -356.8758, -2.810867, 0.01343784, 0.1308036, 226.0758, 1.255512, 0.9877696, 2.130827
 
1.149999, -1, 0.05543452, 13.32025, 0.2837022, 0.1547178040601873112699397711, 32919.47, -357.0347, -2.810867, 0.01343784, 0.1308036, 228.0144, 1.255416, 0.9875892, 2.132107
 
1.159999, -1, 0.04543452, 13.43432, 0.2836472, 0.1578224841377937004279604183, 33474.57, -357.1936, -2.810867, 0.01343784, 0.1308036, 229.9494, 1.255354, 0.9874089, 2.133386
 
1.169999, -1, 0.03543452, 13.54822, 0.2835785, 0.1593121144797777723343955552, 34033.09, -357.3527, -2.810867, 0.01343784, 0.1308036, 231.8807, 1.255324, 0.9872285, 2.134665
 
1.179999, -1, 0.02543452, 13.66194, 0.2835094, 0.1592446373791069034937298572, 34594.99, -357.5119, -2.810867, 0.01343784, 0.1308036, 233.8083, 1.255325, 0.9870481, 2.135944
 
1.189999, -1, 0.01543452, 13.77551, 0.2834401, 0.1576768216139541944306103355, 35160.28, -357.6712, -2.810867, 0.01343784, 0.1308036, 235.7324, 1.255357, 0.9868678, 2.137223
 
1.199999, -1, 0.005434522, 13.88891, 0.2833773, 0.1546638223796506161974072127, 35728.93, -357.8305, -2.810867, 0.01343784, 0.1308036, 237.653, 1.255417, 0.9866875, 2.138502
 
1.209999, -1, -0.004565477, 14.00215, 0.2833076, 0.1502575677058428809019371347, 36300.92, -357.9901, -2.810867, 0.01343784, 0.1308036, 239.5701, 1.255506, 0.9865071, 2.139781
 
1.219999, -1, -0.01456548, 14.11522, 0.2832307, 0.1445163226020667909431401346, 36876.21, -358.1496, -2.810867, 0.01343784, 0.1308036, 241.4837, 1.255621, 0.9863268, 2.14106
 
1.229999, -1, -0.02456548, 14.22813, 0.2831672, 0.1374880251476685200973847995, 37454.77, -358.3094, -2.810867, 0.01343784, 0.1308036, 243.3937, 1.255762, 0.9861463, 2.142339
 
1.239999, -1, -0.03456548, 14.34088, 0.2830966, 0.1292223003495110138620563592, 38036.57, -358.4692, -2.810867, 0.01343784, 0.1308036, 245.3002, 1.255929, 0.9859659, 2.143619
 
1.249999, -1, -0.04456548, 14.45344, 0.2830189, 0.1197702694458199196088330652, 38621.57, -358.6291, -2.810867, 0.01343784, 0.1308036, 247.2032, 1.256119, 0.9857856, 2.144898
 
1.259999, -1, -0.05456547, 14.56586, 0.2829546, 0.1091787703458217773829856944, 39209.76, -358.7892, -2.810867, 0.01343784, 0.1308036, 249.1027, 1.256333, 0.9856052, 2.146177
 
1.269999, -1, -0.06456547, 14.6781, 0.2828831, 0.0974946702966131308186302498, 39801.09, -358.9492, -2.810867, 0.01343784, 0.1308036, 250.9986, 1.256569, 0.9854249, 2.147456
 
1.279999, -1, -0.07456547, 14.79017, 0.2828115, 0.0847635896858208718745587935, 40395.5, -359.1095, -2.810867, 0.01343784, 0.1308036, 252.8909, 1.256826, 0.9852445, 2.148735
 
1.289999, -1, -0.08456547, 14.90206, 0.2827395, 0.0710316036380561413452433277, 40992.99, -359.2698, -2.810867, 0.01343784, 0.1308036, 254.7796, 1.257104, 0.9850642, 2.150014
 
1.299999, -1, -0.09456547, 15.01378, 0.2826673, 0.0563381275814712436354335488, 41593.5, -359.4303, -2.810867, 0.01343784, 0.1308036, 256.6646, 1.257402, 0.9848838, 2.151293
 
1.309999, -1, -0.1045655, 15.12532, 0.2825948, 0.0407268456042828087158879421, 42197, -359.5908, -2.810867, 0.01343784, 0.1308036, 258.5461, 1.257719, 0.9847035, 2.152572
 
1.319999, -0.9599544, -0.1145655, 15.23669, 0.2825221, 0.0242367183976612391852648160, 42803.44, -359.7515, -2.810867, 0.01343784, 0.1308036, 260.4238, 1.258055, 0.9845231, 2.153852
 
1.329999, 0.369476, -0.124165, 15.34787, 0.2824559, 0.0069388624250330055773521407, 43412.79, -359.9122, -2.810867, 0.01343784, 0.1308036, 262.2978, 1.258407, 0.9843428, 2.155131
 
1.339999, 1, -0.1204702, 15.45886, 0.2823758, -0.0101279284846022876005244315, 44024.97, -360.0732, -2.810867, 0.01343784, 0.1308036, 264.168, 1.258342, 0.9841623, 2.15641
 
1.349999, 1, -0.1104703, 15.56967, 0.2823091, -0.0255275259956251032077036768, 44639.96, -360.2341, -2.810867, 0.01343784, 0.1308036, 266.0343, 1.258028, 0.983982, 2.157689
 
1.359999, 1, -0.1004703, 15.68026, 0.2822285, -0.0388561750085973261561632028, 45257.63, -360.3952, -2.810867, 0.01343784, 0.1308036, 267.8966, 1.257757, 0.9838016, 2.158968
 
1.369999, 1, -0.09047025, 15.79063, 0.2821612, -0.0501895261547319574861380397, 45877.81, -360.5563, -2.810867, 0.01343784, 0.1308036, 269.7543, 1.257527, 0.9836213, 2.160247
 
1.379999, 1, -0.08047026, 15.90077, 0.28208, -0.0595995305598530432114249805, 46500.46, -360.7177, -2.810867, 0.01343784, 0.1308036, 271.6075, 1.257336, 0.9834409, 2.161526
 
1.389999, 1, -0.07047026, 16.01067, 0.2820123, -0.0671596795879521165693577528, 47125.52, -360.8791, -2.810867, 0.01343784, 0.1308036, 273.4562, 1.257183, 0.9832605, 2.162805
 
1.399999, 1, -0.06047026, 16.12034, 0.2819374, -0.0729400614101171637663915733, 47752.95, -361.0406, -2.810867, 0.01343784, 0.1308036, 275.3002, 1.257066, 0.9830802, 2.164084
 
1.409999, 1, -0.05047026, 16.22975, 0.2818554, -0.0770102654536491904749477890, 48382.66, -361.2022, -2.810867, 0.01343784, 0.1308036, 277.1395, 1.256983, 0.9828998, 2.165364
 
1.419999, 1, -0.04047026, 16.33892, 0.2817868, -0.0794362139121162097943593394, 49014.61, -361.3639, -2.810867, 0.01343784, 0.1308036, 278.974, 1.256934, 0.9827195, 2.166643
 
1.429999, 1, -0.03047027, 16.44785, 0.2817112, -0.0802842690471346750737954258, 49648.75, -361.5258, -2.810867, 0.01343784, 0.1308036, 280.8037, 1.256917, 0.9825391, 2.167922
 
1.439999, 1, -0.02047027, 16.55651, 0.2816283, -0.0796207784513859645233279942, 50285.03, -361.6877, -2.810867, 0.01343784, 0.1308036, 282.6286, 1.25693, 0.9823588, 2.169201
 
1.449999, 1, -0.01047027, 16.66493, 0.2815521, -0.0775051219734605894120921434, 50923.4, -361.8497, -2.810867, 0.01343784, 0.1308036, 284.4486, 1.256973, 0.9821783, 2.17048
 
1.459999, 1, -0.0004702657, 16.77308, 0.2814825, -0.0739968848270374725482974254, 51563.78, -362.0118, -2.810867, 0.01343784, 0.1308036, 286.2637, 1.257044, 0.981998, 2.171759
 
1.469999, 1, 0.009529734, 16.88097, 0.2813988, -0.0691570751124844765018022670, 52206.14, -362.1741, -2.810867, 0.01343784, 0.1308036, 288.0738, 1.257142, 0.9818177, 2.173038
 
1.479999, 1, 0.01952973, 16.9886, 0.2813286, -0.0630407746804577833868877526, 52850.42, -362.3364, -2.810867, 0.01343784, 0.1308036, 289.8788, 1.257266, 0.9816374, 2.174317
 
1.489999, 1, 0.02952973, 17.09595, 0.2812445, -0.0557034174360520048011355500, 53496.56, -362.4989, -2.810867, 0.01343784, 0.1308036, 291.6788, 1.257415, 0.9814569, 2.175596
 
1.499999, 1, 0.03952973, 17.20303, 0.2811669, -0.0472002319192727540456557360, 54144.48, -362.6614, -2.810867, 0.01343784, 0.1308036, 293.4736, 1.257588, 0.9812766, 2.176875
 
1.509999, 1, 0.04952973, 17.30984, 0.281096, -0.0375840409647973786628911755, 54794.15, -362.8241, -2.810867, 0.01343784, 0.1308036, 295.2632, 1.257783, 0.9810962, 2.178154
 
1.519999, 1, 0.05952973, 17.41636, 0.281011, -0.0269040441803760457968852292, 55445.49, -362.9869, -2.810867, 0.01343784, 0.1308036, 297.0475, 1.258, 0.9809158, 2.179434
 
1.529999, 0.9001635, 0.06952973, 17.52259, 0.2809326, -0.0152076368947621365152837111, 56098.46, -363.1498, -2.810867, 0.01343784, 0.1308036, 298.8266, 1.258239, 0.9807355, 2.180713
 
1.539999, -0.3809079, 0.07853136, 17.66829, 0.280854, -0.0026216964765816289627207898, 56753.04, -364.1451, -2.810867, 0.01343784, 0.1308036, 300.6004, 1.258826, 0.9805551, 2.181992
 
1.549999, -1, 0.07472228, 17.9011, 0.280782, 0.00988473361031714493935, 57408.97, -366.9517, -2.810867, 0.01343784, 0.1308036, 302.3685, 1.259728, 0.9803748, 2.183271
 
1.559999, -1, 0.06472228, 18.13504, 0.2806958, 0.0209553306799020921408, 58065.64, -369.761, -2.810867, 0.01343784, 0.1308036, 304.1292, 1.260553, 0.9801944, 2.18455
 
1.569999, -1, 0.05472229, 18.36989, 0.2806163, 0.030158916952825774945, 58722.43, -372.5703, -2.810867, 0.01343784, 0.1308036, 305.8811, 1.261415, 0.9800141, 2.185829
 
1.579999, -1, 0.04472229, 18.60545, 0.2805366, 0.0375432824522884123698, 59378.68, -375.3776, -2.810867, 0.01343784, 0.1308036, 307.6228, 1.26231, 0.9798337, 2.187108
 
